SaleID,price
200000,1193.3875
200001,1700.5505
200002,8503.771
200003,1366.9893
200004,2056.6963
200005,1236.8838
200006,455.84448
200007,3469.5195
200008,12702.104
200009,615.50525
200010,640.9249
200011,2638.3486
200012,5809.1025
200013,8064.9707
200014,2197.5593
200015,262.95163
200016,1828.9932
200017,8007.7017
200018,7263.366
200019,835.73035
200020,24702.605
200021,7524.4297
200022,1948.2178
200023,1608.2598
200024,812.8624
200025,8919.713
200026,652.7176
200027,12521.561
200028,4415.182
200029,7702.3887
200030,17839.96
200031,12678.466
200032,632.526
200033,14506.088
200034,1010.4461
200035,1745.8511
200036,14894.471
200037,6392.589
200038,1478.5537
200039,305.8082
200040,635.6799
200041,25859.273
200042,438.88068
200043,7674.5186
200044,18461.232
200045,648.6798
200046,16034.277
200047,17253.209
200048,2055.5876
200049,3013.4695
200050,868.6179
200051,4334.8965
200052,2612.5864
200053,447.65546
200054,12622.436
200055,10124.244
200056,6089.8564
200057,3389.3203
200058,1265.7899
200059,5094.0127
200060,8490.58
200061,1323.9568
200062,5452.671
200063,8666.326
200064,1351.2178
200065,1765.4552
200066,497.7171
200067,10387.809
200068,140.37991
200069,18416.996
200070,8801.023
200071,472.75385
200072,6227.507
200073,18823.031
200074,3766.5176
200075,14322.434
200076,3123.9917
200077,430.74347
200078,362.7974
200079,2944.9277
200080,3433.7524
200081,2075.4639
200082,4297.1035
200083,411.1848
200084,1136.309
200085,1833.862
200086,6779.868
200087,3412.33
200088,2681.2075
200089,41364.242
200090,2879.4146
200091,323.38776
200092,1691.5402
200093,17080.941
200094,6649.824
200095,5644.5547
200096,2277.2502
200097,1184.2958
200098,397.13873
200099,24072.117
200100,22260.492
200101,8105.984
200102,1815.0388
200103,10439.262
200104,5848.082
200105,3777.3198
200106,8710.154
200107,1874.1511
200108,15017.258
200109,8170.6685
200110,766.73206
200111,1704.3169
200112,1803.2759
200113,787.0027
200114,2358.8298
200115,1314.0532
200116,13890.383
200117,17362.559
200118,65753.23
200119,196.82486
200120,3235.281
200121,2671.4648
200122,667.07605
200123,2275.494
200124,53200.508
200125,629.9944
200126,3174.496
200127,13963.744
200128,1598.2969
200129,5825.4014
200130,3737.499
200131,3035.3616
200132,1260.853
200133,2849.8823
200134,1237.0997
200135,3203.5908
200136,3697.787
200137,1227.6584
200138,9867.75
200139,6811.544
200140,2529.584
200141,1426.6654
200142,6031.865
200143,6438.1973
200144,1288.3313
200145,6342.87
200146,2508.6738
200147,4742.5723
200148,2763.1582
200149,261.00558
200150,10796.881
200151,5450.918
200152,782.48486
200153,488.20776
200154,7783.0234
200155,2392.808
200156,16275.389
200157,8213.346
200158,10321.34
200159,2179.3066
200160,7279.978
200161,7227.916
200162,6634.176
200163,998.1387
200164,16889.414
200165,15447.924
200166,24132.387
200167,3475.9175
200168,39350.914
200169,843.43994
200170,2610.854
200171,8558.1
