20140901,265379214.4058872,335335316.5955846
20140902,267339413.92023832,309267316.9875835
20140903,256691232.733333,311572037.47510713
20140904,237769675.61129856,292977703.70476496
20140905,199667901.2802775,282503374.52081716
20140906,147330019.35127312,228726311.43759027
20140907,153820350.50710005,247610961.77818316
20140908,260270528.57399672,336451822.0357989
20140909,262230728.08832815,310383822.42779046
20140910,251582546.9014648,312688542.9153128
20140911,232660989.77944383,294094209.1450279
20140912,194559215.4483484,283619879.9610237
20140913,142221333.51938272,229842816.87787282
20140914,148711664.6752077,248727467.21838403
20140915,255161842.7419663,337568327.47592616
20140916,257122042.25638184,311500327.86793405
20140917,246473861.0694332,313805048.355435
20140918,227552303.9474351,295210714.58514214
20140919,189450529.61634243,284736385.4011303
20140920,137112647.68743724,230959322.31799027
20140921,143602978.84319362,249843972.65853244
20140922,250053156.9099359,338684832.91605335
20140923,252013356.4244008,312616833.3080907
20140924,241365175.23752588,314921553.79562515
20140925,222443618.1155033,296327220.0253307
20140926,184341843.7844669,285852890.8413476
20140927,132003961.8554856,232075827.75816703
20140928,138494293.01126763,250960478.09864274
20140929,244944471.0780462,339801338.35621005
20140930,246904670.59248936,313733338.7482212
