20140901,331053850.21763104,316908966.53515714
20140902,331876221.6025503,337245464.63015676
20140903,333890983.22415715,363244230.3164996
20140904,298319141.02344465,307469402.0535978
20140905,240750880.97240853,262805727.8493614
20140906,226613976.92693922,225870641.38322031
20140907,243555445.53079206,259215752.574533
20140908,297086544.7599798,311546838.14273226
20140909,332127420.90549946,347743681.2552618
20140910,326519719.37797743,356243119.84959084
20140911,291684053.4022694,309271884.57863253
20140912,239270183.76265934,259851200.2738845
20140913,225354977.9845544,233911168.3562706
20140914,247528890.11677575,257818623.8894103
20140915,295093627.73163265,312549288.6936843
20140916,334501030.9791273,353723853.4701209
20140917,328081814.2321943,357362224.26336455
20140918,292709888.48881584,314617887.7896106
20140919,244896726.81285968,262659203.3962739
20140920,227571092.8848367,238743982.00588825
20140921,253022996.3535209,261617187.2381106
20140922,298071934.4543359,315716515.0065708
20140923,336674766.66859645,358811667.7687795
20140924,332194784.93614626,361153545.03355914
20140925,294710594.8238695,319793128.6073181
20140926,250538357.9877426,267203102.41625872
20140927,231826885.97827703,243283942.43328875
20140928,257447099.6922548,266117007.58878842
20140929,302570220.5922327,319711364.9109152
20140930,338701860.2223198,363548457.0806379
