20140901,350653580.7787696,278183733.8020385
20140902,275632225.0107892,235972040.29725125
20140903,302227616.0480335,300448327.2443506
20140904,312397663.1085369,306705806.939053
20140905,284710415.6212543,265770403.34431177
20140906,190644853.02459437,187800322.52394527
20140907,186551559.25630575,166198450.59293523
20140908,332726703.9212017,312454194.64496934
20140909,333974826.992686,278585234.27315426
20140910,367487679.4169269,295789846.1635484
20140911,293359123.3597671,272058436.73086214
20140912,238515230.9014013,223593151.75783598
20140913,175902285.73366705,202061356.2860625
20140914,184788556.17799824,213838939.50491303
20140915,328217915.9810036,264507404.26381066
20140916,367586765.84627837,328749960.99366426
20140917,280825560.15625113,320274392.2560161
20140918,283863447.4828642,258677484.691618
20140919,252001976.88074267,228208360.45071837
20140920,212885465.02108118,165139943.10317314
20140921,198531692.71874484,209763374.4602874
20140922,279448542.4737221,332148764.2691305
20140923,273307774.4217905,307628233.92246693
20140924,264681092.5647812,318976104.6071989
20140925,260476463.69509548,322309694.10524577
20140926,230654545.63277555,285322468.76159275
20140927,179317775.72090203,235712586.46677545
20140928,193586423.2694886,244925767.65262085
20140929,288084857.8798115,339169191.5364011
20140930,279671280.90821326,331701916.15889585
