SaleID,price
200000,1208.5835
200001,1853.5045
200002,8783.662
200003,1314.8424
200004,1994.6904
200005,1275.6248
200006,460.2205
200007,3664.1973
200008,12886.274
200009,562.4618
200010,571.0402
200011,2652.559
200012,6076.5215
200013,8448.602
200014,2350.1492
200015,272.1121
200016,1838.4349
200017,8431.038
200018,6732.5874
200019,779.91315
200020,29830.938
200021,7668.71
200022,2040.225
200023,1521.2477
200024,848.45874
200025,8836.452
200026,655.5416
200027,13726.028
200028,4316.6567
200029,8036.0215
200030,18691.922
200031,12230.8545
200032,588.01025
200033,14914.663
200034,961.0699
200035,1710.5219
200036,15464.812
200037,6466.2017
200038,1427.8809
200039,303.97952
200040,572.1143
200041,25508.26
200042,412.41565
200043,8269.746
200044,21045.436
200045,594.54376
200046,19263.229
200047,17113.07
200048,2184.081
200049,3138.2517
200050,865.9105
200051,4394.416
200052,2857.9514
200053,496.52307
200054,13311.253
200055,10450.369
200056,5514.005
200057,3579.9692
200058,1243.8702
200059,5181.4
200060,8481.729
200061,1434.9729
200062,5517.53
200063,8649.067
200064,1375.9556
200065,1704.3325
200066,482.47818
200067,9930.3545
200068,145.49107
200069,20790.305
200070,9725.186
200071,401.91043
200072,6277.529
200073,18807.287
200074,3952.9504
200075,13681.065
200076,2825.1663
200077,387.7763
200078,351.2858
200079,2944.1272
200080,3400.9473
200081,2146.9905
200082,4210.192
200083,403.41647
200084,1162.9834
200085,1821.9731
200086,6756.545
200087,3277.2383
200088,2712.7236
200089,41738.25
200090,2843.7751
200091,245.25186
200092,1740.9541
200093,18939.502
200094,7148.5786
200095,5519.687
200096,2472.5645
200097,1220.6686
200098,421.2391
200099,21251.502
200100,26337.336
200101,8212.613
200102,1876.2902
200103,10699.294
200104,5552.3594
200105,3681.5928
200106,8903.831
200107,2091.0635
200108,15031.943
200109,8418.051
200110,745.31445
200111,1638.6765
200112,1798.697
200113,878.69995
200114,2325.0132
200115,1306.1317
200116,13618.024
200117,17021.818
200118,67976.19
200119,171.5627
200120,3172.0762
200121,2633.8943
200122,705.3578
200123,2270.9868
200124,55095.477
200125,683.23895
200126,3274.253
200127,16355.216
200128,1526.0945
200129,5562.695
200130,3652.2495
200131,3107.4514
200132,1317.4257
200133,2776.7737
200134,1151.6587
200135,2737.2544
200136,3642.4363
200137,1232.1819
200138,9793.543
200139,6827.0405
200140,2553.2388
200141,1457.0511
200142,5814.673
200143,5752.5415
200144,1210.2699
200145,6378.2
200146,2633.425
200147,4808.0347
200148,2903.9832
200149,258.2364
200150,10978.882
200151,5422.5176
200152,744.15894
200153,520.11
200154,7700.4146
200155,2546.2686
200156,17372.17
200157,8415.126
200158,10860.336
200159,15752.176
200160,7006.276
200161,7075.29
200162,6711.209
200163,1099.4989
200164,19141.664
200165,16148.965
200166,25461.54
200167,3551.562
200168,41101.08
200169,844.0514
200170,2516.301
200171,8451.142
200172,2120.3457
200173,36181.145
200174,904.79315
200175,2385.4255
200176,8169.321
200177,5929.7173
200178,5271.0933
200179,4096.589
200180,910.49603
200181,18501.568
200182,4351.3936
200183,1705.3906
200184,2225.9294
200185,4552.1597
200186,3249.9553
200187,5106.9297
200188,11400.679
200189,12021.061
200190,3237.7058
200191,2931.6084
200192,1123.8013
200193,4303.4194
200194,7825.348
200195,2559.2153
200196,1025.7173
200197,24214.895
200198,1201.9487
200199,4366.84
200200,558.9617
200201,7965.4976
200202,2199.0842
200203,1819.8522
200204,8337.439
200205,5173.851
200206,959.633
200207,5092.568
200208,5416.837
200209,1220.4795
200210,15108.581
200211,5361.45
200212,7702.2207
200213,8483.605
200214,24514.857
200215,7641.7793
200216,3111.8896
200217,1152.3156
200218,10238.744
200219,1250.999
200220,2760.1277
200221,8060.7764
200222,2443.3115
200223,861.42035
200224,13875.387
200225,3498.6692
200226,1212.5396
200227,9173.699
200228,251.1091
200229,6908.7603
200230,8420.46
200231,4933.5034
200232,1004.6626
200233,8572.65
200234,388.72144
200235,8779.599
200236,10107.156
200237,4630.3115
200238,8004.318
200239,9318.478
200240,29253.084
200241,11060.388
200242,4116.193
200243,2670.8916
200244,6766.366
200245,4154.115
200246,4699.113
200247,1679.2726
200248,273.2905
200249,10767.875
200250,29999.02
200251,10477.069
200252,756.2542
200253,7564.259
200254,10696.044
200255,7729.1665
200256,2841.301
200257,9551.602
200258,3950.7102
200259,8025.8047
200260,1572.2452
200261,4364.245
200262,2765.2937
200263,8999.714
200264,7131.311
200265,5801.225
200266,1299.8811
200267,16363.894
200268,7757.5107
200269,4149.1772
200270,9579.037
200271,2944.3906
200272,3207.7903
200273,17446.99
200274,464.1838
200275,14615.279
200276,2102.4568
200277,3274.812
200278,1825.3823
200279,10248.951
200280,2931.3633
200281,740.1678
200282,13100.58
200283,6480.7817
200284,459.41333
200285,6188.082
200286,2108.1736
200287,12787.075
200288,12994.559
200289,2958.3179
200290,7683.4067
200291,10649.243
200292,2192.1152
200293,9329.361
200294,7863.823
200295,1627.009
200296,2723.448
200297,7494.5034
200298,1359.8647
200299,4938.715
200300,4763.2627
200301,5322.358
200302,1546.1531
200303,6879.7363
200304,2400.3455
200305,3904.727
200306,1789.106
200307,15124.23
200308,1622.705
200309,1119.5822
200310,1014.35645
200311,1241.1315
200312,12228.187
200313,1818.1199
200314,5214.5933
200315,1114.2534
200316,39731.633
200317,2686.3306
200318,449.833
200319,10619.038
200320,3207.1443
200321,32198.52
200322,14583.624
200323,1470.7648
200324,32564.506
200325,5364.1914
200326,2440.1313
200327,30835.242
200328,782.2507
200329,8183.2554
200330,1898.8103
200331,1544.6913
200332,12883.04
200333,1207.7861
200334,510.62518
200335,1474.5482
200336,1549.9226
200337,1121.5586
200338,1619.921
200339,13775.59
200340,37458.547
200341,2888.7056
200342,6107.5586
200343,1842.1006
200344,5150.246
200345,8519.627
200346,1120.786
200347,12311.641
200348,9885.8
200349,735.2422
200350,11678.547
200351,2565.131
200352,669.70306
200353,1442.5172
200354,3716.6958
200355,641.47186
200356,4661.016
200357,1699.1744
200358,2969.896
200359,8745.578
200360,16485.416
200361,1737.8779
200362,2241.4587
200363,1504.7523
200364,7008.6953
200365,9763.523
200366,1389.7122
200367,9402.343
200368,6320.164
200369,5358.9775
200370,984.4075
200371,10406.219
200372,973.9749
200373,1119.6451
200374,998.84906
200375,1188.1907
200376,2625.5051
